rule_id,name,rule_type,rule_file,stage,level_range,job_group,item_slot,current_tier,recommended_tier,item_tier,minimum_starforce,recommended_starforce,stop_point,potential_grade,option_type,priority,priority_rank,valid_options,bad_options,target_grade,additional_potential,flame_score,minimum_score,recommended_score,high_score,upgrade_priority,condition,reason,recommended_action,api_slot_name,standard_slot_name,item_category,is_core_slot,recommendation_use,notes,calculation_note,review_status,source_id,description
equipment_rule_supplemental_rule_0137,pirate armor flame score rule,flame_score,flame_score_rules.csv,,220-249,pirate,armor,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0137,rule_file: flame_score_rules.csv job_group: pirate item_slot: armor level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0138,pirate armor flame score rule,flame_score,flame_score_rules.csv,,250-300,pirate,armor,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0138,rule_file: flame_score_rules.csv job_group: pirate item_slot: armor level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0139,pirate accessory flame score rule,flame_score,flame_score_rules.csv,,200-219,pirate,accessory,,,,,,,,,,,,,,,,40,60,80,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0139,rule_file: flame_score_rules.csv job_group: pirate item_slot: accessory level_range: 200-219 minimum_score: 40 recommended_score: 60 high_score: 80 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0140,pirate accessory flame score rule,flame_score,flame_score_rules.csv,,220-249,pirate,accessory,,,,,,,,,,,,,,,,60,80,100,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0140,rule_file: flame_score_rules.csv job_group: pirate item_slot: accessory level_range: 220-249 minimum_score: 60 recommended_score: 80 high_score: 100 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0141,pirate accessory flame score rule,flame_score,flame_score_rules.csv,,250-300,pirate,accessory,,,,,,,,,,,,,,,,80,100,120,,,,,,,,,,,score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed,draft_needs_team_review,source_supplemental_rule_0141,rule_file: flame_score_rules.csv job_group: pirate item_slot: accessory level_range: 250-300 minimum_score: 80 recommended_score: 100 high_score: 120 calculation_note: score = main_stat + all_stat%*10 + attack_or_magic*4 rough seed review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0142,xenon armor_or_accessory flame score rule,flame_score,flame_score_rules.csv,,200-300,xenon,armor_or_accessory,,,,,,,,,,,,,,,,50,80,110,,,,,,,,,,,xenon uses multi-stat valuation; team review required,draft_needs_team_review,source_supplemental_rule_0142,rule_file: flame_score_rules.csv job_group: xenon item_slot: armor_or_accessory level_range: 200-300 minimum_score: 50 recommended_score: 80 high_score: 110 calculation_note: xenon uses multi-stat valuation; team review required review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0143,demon_avenger armor_or_accessory flame score rule,flame_score,flame_score_rules.csv,,200-300,demon_avenger,armor_or_accessory,,,,,,,,,,,,,,,,50,80,110,,,,,,,,,,,demon avenger HP valuation differs; team review required,draft_needs_team_review,source_supplemental_rule_0143,rule_file: flame_score_rules.csv job_group: demon_avenger item_slot: armor_or_accessory level_range: 200-300 minimum_score: 50 recommended_score: 80 high_score: 110 calculation_note: demon avenger HP valuation differs; team review required review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0144,200-219 all starforce target,starforce,starforce_target_rules.csv,,200-219,,all,,,pensalir_or_boss_accessory,10,12,12,,,,,,,,,,,,,,,,,,,,,,"cheap baseline, do not overinvest if replacement is near",,draft_needs_team_review,source_supplemental_rule_0144,"rule_file: starforce_target_rules.csv level_range: 200-219 item_tier: pensalir_or_boss_accessory item_slot: all minimum_starforce: 10 recommended_starforce: 12 stop_point: 12 risk_note: cheap baseline, do not overinvest if replacement is near review_status: draft_needs_team_review review_status: draft_needs_team_review"
equipment_rule_supplemental_rule_0145,200-219 armor_or_weapon starforce target,starforce,starforce_target_rules.csv,,200-219,,armor_or_weapon,,,cra,12,15,15,,,,,,,,,,,,,,,,,,,,,,early CRA transition target,,draft_needs_team_review,source_supplemental_rule_0145,rule_file: starforce_target_rules.csv level_range: 200-219 item_tier: cra item_slot: armor_or_weapon minimum_starforce: 12 recommended_starforce: 15 stop_point: 15 risk_note: early CRA transition target review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0146,220-249 armor starforce target,starforce,starforce_target_rules.csv,,220-249,,armor,,,cra,15,17,17,,,,,,,,,,,,,,,,,,,,,,17 star is common midgame breakpoint,,draft_needs_team_review,source_supplemental_rule_0146,rule_file: starforce_target_rules.csv level_range: 220-249 item_tier: cra item_slot: armor minimum_starforce: 15 recommended_starforce: 17 stop_point: 17 risk_note: 17 star is common midgame breakpoint review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0147,220-249 weapon_or_armor starforce target,starforce,starforce_target_rules.csv,,220-249,,weapon_or_armor,,,absolab,15,17,17,,,,,,,,,,,,,,,,,,,,,,17 star baseline before hard boss attempts,,draft_needs_team_review,source_supplemental_rule_0147,rule_file: starforce_target_rules.csv level_range: 220-249 item_tier: absolab item_slot: weapon_or_armor minimum_starforce: 15 recommended_starforce: 17 stop_point: 17 risk_note: 17 star baseline before hard boss attempts review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0148,220-249 accessory starforce target,starforce,starforce_target_rules.csv,,220-249,,accessory,,,boss_accessory,10,17,17,,,,,,,,,,,,,,,,,,,,,,upgrade slots that will stay longer first,,draft_needs_team_review,source_supplemental_rule_0148,rule_file: starforce_target_rules.csv level_range: 220-249 item_tier: boss_accessory item_slot: accessory minimum_starforce: 10 recommended_starforce: 17 stop_point: 17 risk_note: upgrade slots that will stay longer first review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0149,250-269 weapon_or_armor starforce target,starforce,starforce_target_rules.csv,,250-269,,weapon_or_armor,,,absolab,17,18,18,,,,,,,,,,,,,,,,,,,,,,evaluate arcane transition before pushing high stars,,draft_needs_team_review,source_supplemental_rule_0149,rule_file: starforce_target_rules.csv level_range: 250-269 item_tier: absolab item_slot: weapon_or_armor minimum_starforce: 17 recommended_starforce: 18 stop_point: 18 risk_note: evaluate arcane transition before pushing high stars review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0150,250-269 weapon_or_armor starforce target,starforce,starforce_target_rules.csv,,250-269,,weapon_or_armor,,,arcane,15,17,17,,,,,,,,,,,,,,,,,,,,,,arcane 17 star baseline,,draft_needs_team_review,source_supplemental_rule_0150,rule_file: starforce_target_rules.csv level_range: 250-269 item_tier: arcane item_slot: weapon_or_armor minimum_starforce: 15 recommended_starforce: 17 stop_point: 17 risk_note: arcane 17 star baseline review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0151,270-300 weapon_or_armor starforce target,starforce,starforce_target_rules.csv,,270-300,,weapon_or_armor,,,arcane,17,22,22,,,,,,,,,,,,,,,,,,,,,,high cost endgame path; use event/backup planning,,draft_needs_team_review,source_supplemental_rule_0151,rule_file: starforce_target_rules.csv level_range: 270-300 item_tier: arcane item_slot: weapon_or_armor minimum_starforce: 17 recommended_starforce: 22 stop_point: 22 risk_note: high cost endgame path; use event/backup planning review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0152,270-300 accessory starforce target,starforce,starforce_target_rules.csv,,270-300,,accessory,,,pitched_or_dawn,17,22,22,,,,,,,,,,,,,,,,,,,,,,very high cost; validate replacement and set effect first,,draft_needs_team_review,source_supplemental_rule_0152,rule_file: starforce_target_rules.csv level_range: 270-300 item_tier: pitched_or_dawn item_slot: accessory minimum_starforce: 17 recommended_starforce: 22 stop_point: 22 risk_note: very high cost; validate replacement and set effect first review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0153,270-300 armor starforce target,starforce,starforce_target_rules.csv,,270-300,,armor,,,eternal,17,22,22,,,,,,,,,,,,,,,,,,,,,,endgame path requiring team review,,draft_needs_team_review,source_supplemental_rule_0153,rule_file: starforce_target_rules.csv level_range: 270-300 item_tier: eternal item_slot: armor minimum_starforce: 17 recommended_starforce: 22 stop_point: 22 risk_note: endgame path requiring team review review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0154,무기 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,무기,weapon,weapon,Y,attack_power_and_starforce_priority,"공격력/마력, 추가옵션, 잠재, 스타포스 우선 판단",,draft_needs_team_review,source_supplemental_rule_0154,"rule_file: api_equipment_slot_mapping.csv api_slot_name: 무기 standard_slot_name: weapon item_category: weapon is_core_slot: Y recommendation_use: attack_power_and_starforce_priority notes: 공격력/마력, 추가옵션, 잠재, 스타포스 우선 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review"
equipment_rule_supplemental_rule_0155,보조무기 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,보조무기,secondary_weapon,weapon_secondary,Y,wse_potential_priority,보공/방무/공마 잠재 추천 핵심 슬롯,,draft_needs_team_review,source_supplemental_rule_0155,rule_file: api_equipment_slot_mapping.csv api_slot_name: 보조무기 standard_slot_name: secondary_weapon item_category: weapon_secondary is_core_slot: Y recommendation_use: wse_potential_priority notes: 보공/방무/공마 잠재 추천 핵심 슬롯 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0156,엠블렘 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,엠블렘,emblem,emblem,Y,wse_potential_priority,방무/공마 잠재 추천 핵심 슬롯,,draft_needs_team_review,source_supplemental_rule_0156,rule_file: api_equipment_slot_mapping.csv api_slot_name: 엠블렘 standard_slot_name: emblem item_category: emblem is_core_slot: Y recommendation_use: wse_potential_priority notes: 방무/공마 잠재 추천 핵심 슬롯 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0157,모자 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,모자,hat,armor,Y,set_and_starforce_priority,"세트효과, 스타포스, 주스탯 잠재 판단",,draft_needs_team_review,source_supplemental_rule_0157,"rule_file: api_equipment_slot_mapping.csv api_slot_name: 모자 standard_slot_name: hat item_category: armor is_core_slot: Y recommendation_use: set_and_starforce_priority notes: 세트효과, 스타포스, 주스탯 잠재 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review"
equipment_rule_supplemental_rule_0158,상의 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,상의,top,armor,Y,set_and_starforce_priority,카루타/앱솔/아케인 전환 판단,,draft_needs_team_review,source_supplemental_rule_0158,rule_file: api_equipment_slot_mapping.csv api_slot_name: 상의 standard_slot_name: top item_category: armor is_core_slot: Y recommendation_use: set_and_starforce_priority notes: 카루타/앱솔/아케인 전환 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0159,하의 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,하의,bottom,armor,Y,set_and_starforce_priority,카루타/앱솔/아케인 전환 판단,,draft_needs_team_review,source_supplemental_rule_0159,rule_file: api_equipment_slot_mapping.csv api_slot_name: 하의 standard_slot_name: bottom item_category: armor is_core_slot: Y recommendation_use: set_and_starforce_priority notes: 카루타/앱솔/아케인 전환 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0160,한벌옷 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,한벌옷,overall,armor,Y,set_and_starforce_priority,직업/세트에 따라 상하의 대체 슬롯,,draft_needs_team_review,source_supplemental_rule_0160,rule_file: api_equipment_slot_mapping.csv api_slot_name: 한벌옷 standard_slot_name: overall item_category: armor is_core_slot: Y recommendation_use: set_and_starforce_priority notes: 직업/세트에 따라 상하의 대체 슬롯 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0161,장갑 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,장갑,gloves,armor,Y,critical_damage_priority,크리티컬 데미지 잠재 우선 판단,,draft_needs_team_review,source_supplemental_rule_0161,rule_file: api_equipment_slot_mapping.csv api_slot_name: 장갑 standard_slot_name: gloves item_category: armor is_core_slot: Y recommendation_use: critical_damage_priority notes: 크리티컬 데미지 잠재 우선 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0162,신발 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,신발,shoes,armor,Y,set_and_starforce_priority,"세트효과, 스타포스 판단",,draft_needs_team_review,source_supplemental_rule_0162,"rule_file: api_equipment_slot_mapping.csv api_slot_name: 신발 standard_slot_name: shoes item_category: armor is_core_slot: Y recommendation_use: set_and_starforce_priority notes: 세트효과, 스타포스 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review"
equipment_rule_supplemental_rule_0163,망토 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,망토,cape,armor,Y,set_and_starforce_priority,앱솔/아케인 전환 판단,,draft_needs_team_review,source_supplemental_rule_0163,rule_file: api_equipment_slot_mapping.csv api_slot_name: 망토 standard_slot_name: cape item_category: armor is_core_slot: Y recommendation_use: set_and_starforce_priority notes: 앱솔/아케인 전환 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0164,벨트 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,벨트,belt,accessory,Y,boss_accessory_transition,보스장신구/칠흑 전환 판단,,draft_needs_team_review,source_supplemental_rule_0164,rule_file: api_equipment_slot_mapping.csv api_slot_name: 벨트 standard_slot_name: belt item_category: accessory is_core_slot: Y recommendation_use: boss_accessory_transition notes: 보스장신구/칠흑 전환 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0165,어깨장식 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,어깨장식,shoulder,accessory,Y,set_transition,보스/앱솔/아케인 세트 전환 판단,,draft_needs_team_review,source_supplemental_rule_0165,rule_file: api_equipment_slot_mapping.csv api_slot_name: 어깨장식 standard_slot_name: shoulder item_category: accessory is_core_slot: Y recommendation_use: set_transition notes: 보스/앱솔/아케인 세트 전환 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0166,얼굴장식 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,얼굴장식,face_accessory,accessory,Y,boss_accessory_priority,보스장신구 세트와 추옵 판단,,draft_needs_team_review,source_supplemental_rule_0166,rule_file: api_equipment_slot_mapping.csv api_slot_name: 얼굴장식 standard_slot_name: face_accessory item_category: accessory is_core_slot: Y recommendation_use: boss_accessory_priority notes: 보스장신구 세트와 추옵 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0167,눈장식 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,눈장식,eye_accessory,accessory,Y,boss_accessory_priority,아쿠아틱/블랙빈마크/파풀마 전환 판단,,draft_needs_team_review,source_supplemental_rule_0167,rule_file: api_equipment_slot_mapping.csv api_slot_name: 눈장식 standard_slot_name: eye_accessory item_category: accessory is_core_slot: Y recommendation_use: boss_accessory_priority notes: 아쿠아틱/블랙빈마크/파풀마 전환 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0168,귀고리 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,귀고리,earrings,accessory,Y,boss_accessory_priority,데아/마이스터/에스텔라 전환 판단,,draft_needs_team_review,source_supplemental_rule_0168,rule_file: api_equipment_slot_mapping.csv api_slot_name: 귀고리 standard_slot_name: earrings item_category: accessory is_core_slot: Y recommendation_use: boss_accessory_priority notes: 데아/마이스터/에스텔라 전환 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0169,반지1 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,반지1,ring_1,accessory,Y,ring_priority,이벤트링/보스링/시드링 판단,,draft_needs_team_review,source_supplemental_rule_0169,rule_file: api_equipment_slot_mapping.csv api_slot_name: 반지1 standard_slot_name: ring_1 item_category: accessory is_core_slot: Y recommendation_use: ring_priority notes: 이벤트링/보스링/시드링 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0170,반지2 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,반지2,ring_2,accessory,Y,ring_priority,이벤트링/보스링/시드링 판단,,draft_needs_team_review,source_supplemental_rule_0170,rule_file: api_equipment_slot_mapping.csv api_slot_name: 반지2 standard_slot_name: ring_2 item_category: accessory is_core_slot: Y recommendation_use: ring_priority notes: 이벤트링/보스링/시드링 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0171,반지3 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,반지3,ring_3,accessory,Y,ring_priority,이벤트링/보스링/시드링 판단,,draft_needs_team_review,source_supplemental_rule_0171,rule_file: api_equipment_slot_mapping.csv api_slot_name: 반지3 standard_slot_name: ring_3 item_category: accessory is_core_slot: Y recommendation_use: ring_priority notes: 이벤트링/보스링/시드링 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0172,반지4 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,반지4,ring_4,accessory,Y,ring_priority,이벤트링/보스링/시드링 판단,,draft_needs_team_review,source_supplemental_rule_0172,rule_file: api_equipment_slot_mapping.csv api_slot_name: 반지4 standard_slot_name: ring_4 item_category: accessory is_core_slot: Y recommendation_use: ring_priority notes: 이벤트링/보스링/시드링 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0173,펜던트 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,펜던트,pendant_1,accessory,Y,pendant_priority,도미네이터/데이브레이크 전환 판단,,draft_needs_team_review,source_supplemental_rule_0173,rule_file: api_equipment_slot_mapping.csv api_slot_name: 펜던트 standard_slot_name: pendant_1 item_category: accessory is_core_slot: Y recommendation_use: pendant_priority notes: 도미네이터/데이브레이크 전환 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0174,펜던트2 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,펜던트2,pendant_2,accessory,Y,pendant_priority,추가 펜던트 슬롯 판단,,draft_needs_team_review,source_supplemental_rule_0174,rule_file: api_equipment_slot_mapping.csv api_slot_name: 펜던트2 standard_slot_name: pendant_2 item_category: accessory is_core_slot: Y recommendation_use: pendant_priority notes: 추가 펜던트 슬롯 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0175,포켓 아이템 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,N,,,,,,,,,,,,,,,,,,,,,,,포켓 아이템,pocket,accessory,N,minor_stat_check,핑크빛 성배 등 보조 성장 판단,,draft_needs_team_review,source_supplemental_rule_0175,rule_file: api_equipment_slot_mapping.csv api_slot_name: 포켓 아이템 standard_slot_name: pocket item_category: accessory is_core_slot: N recommendation_use: minor_stat_check notes: 핑크빛 성배 등 보조 성장 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0176,뱃지 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,N,,,,,,,,,,,,,,,,,,,,,,,뱃지,badge,accessory,N,minor_stat_check,획득 가능성과 교체 난이도 분리 필요,,draft_needs_team_review,source_supplemental_rule_0176,rule_file: api_equipment_slot_mapping.csv api_slot_name: 뱃지 standard_slot_name: badge item_category: accessory is_core_slot: N recommendation_use: minor_stat_check notes: 획득 가능성과 교체 난이도 분리 필요 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0177,훈장 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,N,,,,,,,,,,,,,,,,,,,,,,,훈장,medal,title_medal,N,minor_stat_check,기간제/이벤트 여부 분리 필요,,draft_needs_team_review,source_supplemental_rule_0177,rule_file: api_equipment_slot_mapping.csv api_slot_name: 훈장 standard_slot_name: medal item_category: title_medal is_core_slot: N recommendation_use: minor_stat_check notes: 기간제/이벤트 여부 분리 필요 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0178,기계 심장 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,Y,,,,,,,,,,,,,,,,,,,,,,,기계 심장,mechanical_heart,heart,Y,starforce_and_potential_check,안드로이드 하트 잠재/스타포스 판단,,draft_needs_team_review,source_supplemental_rule_0178,rule_file: api_equipment_slot_mapping.csv api_slot_name: 기계 심장 standard_slot_name: mechanical_heart item_category: heart is_core_slot: Y recommendation_use: starforce_and_potential_check notes: 안드로이드 하트 잠재/스타포스 판단 review_status: draft_needs_team_review review_status: draft_needs_team_review
equipment_rule_supplemental_rule_0179,안드로이드 equipment slot mapping,slot_mapping,api_equipment_slot_mapping.csv,,,,N,,,,,,,,,,,,,,,,,,,,,,,안드로이드,android,android,N,metadata_only,장비 성장 추천에서는 보조 정보로만 사용,,draft_needs_team_review,source_supplemental_rule_0179,rule_file: api_equipment_slot_mapping.csv api_slot_name: 안드로이드 standard_slot_name: android item_category: android is_core_slot: N recommendation_use: metadata_only notes: 장비 성장 추천에서는 보조 정보로만 사용 review_status: draft_needs_team_review review_status: draft_needs_team_review
